Job Title,Company Name,City,Province Code
"Senior Analyst, Business Intelligence, COE",Loblaw Companies Limited,Brampton,ON
"Embedded Systems, Machine Learning Developer",wrnch,Montréal,QC
"Team Lead, Machine Learning Software Engineering",Loblaw Digital,Toronto,ON
"Senior Data Scientist, Intact Lab",Intact,Montréal,QC
Adoption Data Analytics & Reporting Co-op/Intern,TD Bank,West,ON
Senior Data Scientist (Technology Group),Ubisoft,Montréal,QC
Data Analyst,CARFAX Canada,London,ON
Data & Analytics Business Analyst Co-op/Internship (Winter 2...,BC IMC,Victoria,BC
"Staff Machine Learning Engineer, Content Intelligence Team (...",LogMeIn,Montréal,QC
Data Science – 4 Month Co-op/Internship (Winter 2021),Intact,Toronto,ON
Senior Statistician,PHSA,Vancouver,BC
2021 Corporate & Investment Bank - Quantitative Analytics Su...,"JPMorgan Chase Bank, N.A.",Scarborough,ON
Senior Statistical Programmer,IQVIA,Kirkland,QC
"Senior Analyst, Business Intelligence, COE",Loblaw Companies Limited,Brampton,ON
Senior Business Intelligence Analyst,BMW Group Financial Services Canada,Toronto,ON
Junior Data Analyst - Student Intern,The Mustard Seed,Calgary,AB
"Senior Manager, Research & Data Science",BMO Financial Group,Toronto,ON
Senior Business Intelligence Analyst,BMW Group Financial Services Canada,Toronto,ON
"Manager, Data Science (Harlequin Brand Group)",HarperCollins Publishers,Toronto,ON
Data Scientist,CGI,Ottawa,ON
BI / Big Data Developer,Ubisoft,Montréal,QC
Wealth Advanced Data & Analytics Co-op/Intern,TD Bank,Toronto,ON
Senior Data Science Advisor,Desjardins,Toronto,ON
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,Toronto,ON
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Machine Learning Engineer,BFS Capital,Toronto,ON
Data Scientist,Rhetorik,Quebec City,QC
Data Scientist,FORM,Vancouver,BC
Senior Data Scientist,Tasktop,Vancouver,BC
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Machine Learning Engineer,Boast.AI,Montréal,QC
Wealth Advanced Data & Analytics Co-op/Intern,TD Bank,Toronto,ON
Digital and Emerging Technology Risk Officer,BMO Financial Group,Toronto,ON
"Senior Director, Data & Business Intelligence, Global",Colliers International,Toronto,ON
"Senior Analyst, Business Intelligence, COE",Loblaw Companies Limited,Brampton,ON
Senior Business Intelligence Analyst,BMW Group Financial Services Canada,Toronto,ON
Senior Statistician,PHSA,Vancouver,BC
Senior Data Science Advisor,Desjardins,Toronto,ON
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,Toronto,ON
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Data Scientist,Rhetorik,Quebec City,QC
Machine Learning Engineer,BFS Capital,Toronto,ON
Data Scientist,FORM,Vancouver,BC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Machine Learning,Enhance IT,Ottawa,ON
Senior Data Scientist,Tasktop,Vancouver,BC
"Team Lead, Machine Learning Software Engineering",Loblaw Digital,Toronto,ON
Data Science Bilingual- 4 months Co-op/Internship (Winter 20...,Intact,Quebec City,QC
Senior Data Science Advisor,Desjardins,Toronto,ON
Senior Statistical Programmer,IQVIA,Kirkland,QC
"Staff Machine Learning Engineer, Content Intelligence Team (...",LogMeIn,Montréal,QC
Senior Statistician,PHSA,Vancouver,BC
"Senior Machine Learning Engineer, Content Intelligence Team...",LogMeIn,Montréal,QC
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Data Scientist,Rhetorik,Quebec City,QC
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,Toronto,ON
Data Scientist,FORM,Vancouver,BC
Data Scientist,Larus Technologies,Ottawa,ON
Machine Learning Engineer,BFS Capital,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Senior Data Scientist,Tasktop,Vancouver,BC
Senior Statistician,PHSA,Vancouver,BC
"Staff Machine Learning Engineer, Content Intelligence Team (...",LogMeIn,Montréal,QC
"Team Lead, Machine Learning Software Engineering",Loblaw Digital,Toronto,ON
Digital and Emerging Technology Risk Officer,BMO Financial Group,Toronto,ON
Junior Data Analyst - Student Intern,The Mustard Seed,Calgary,AB
Senior Data Science Advisor,Desjardins,Toronto,ON
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Wealth Advanced Data & Analytics Co-op/Intern,TD Bank,Toronto,ON
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,Toronto,ON
Data Scientist,Rhetorik,Quebec City,QC
Data Scientist,FORM,Vancouver,BC
Senior Data Scientist,Tasktop,Vancouver,BC
Machine Learning Engineer,BFS Capital,Toronto,ON
Machine Learning,Enhance IT,Ottawa,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Senior Business Intelligence Analyst,BMW Group Financial Services Canada,Toronto,ON
Junior Data Analyst - Student Intern,The Mustard Seed,Calgary,AB
"Manager, Data Science (Harlequin Brand Group)",HarperCollins Publishers,Toronto,ON
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,Toronto,ON
Wealth Advanced Data & Analytics Co-op/Intern,TD Bank,Toronto,ON
Digital and Emerging Technology Risk Officer,BMO Financial Group,Toronto,ON
Senior Data Science Advisor,Desjardins,Toronto,ON
"Product Manager, Analytics",PagerDuty,Toronto,ON
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Data Scientist,Rhetorik,Quebec City,QC
Senior Data Scientist,Tasktop,Vancouver,BC
Data Scientist,FORM,Vancouver,BC
Machine Learning Engineer,BFS Capital,Toronto,ON
Machine Learning,Enhance IT,Ottawa,ON
Machine Learning Engineer,Boast.AI,Montréal,QC
2021 Corporate & Investment Bank - Quantitative Analytics Su...,"JPMorgan Chase Bank, N.A.",Scarborough,ON
Senior Data Science Advisor,Desjardins,Toronto,ON
Digital and Emerging Technology Risk Officer,BMO Financial Group,Toronto,ON
BI / Big Data Developer,Ubisoft,Montréal,QC
Senior Business Intelligence Analyst,BMW Group Financial Services Canada,Toronto,ON
Junior Data Analyst - Student Intern,The Mustard Seed,Calgary,AB
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,Toronto,ON
Wealth Advanced Data & Analytics Co-op/Intern,TD Bank,Toronto,ON
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Data Scientist,Rhetorik,Quebec City,QC
Machine Learning Engineer,BFS Capital,Toronto,ON
Senior Data Scientist,Tasktop,Vancouver,BC
Machine Learning,Enhance IT,Toronto,ON
Data Scientist,FORM,Vancouver,BC
Machine Learning Engineer,Boast.AI,Montréal,QC
Data & Analytics Business Analyst Co-op/Internship (Winter 2...,BC IMC,Victoria,BC
Digital and Emerging Technology Risk Officer,BMO Financial Group,Toronto,ON
Adoption Data Analytics & Reporting Co-op/Intern,TD Bank,West,ON
Data Science Bilingual- 4 months Co-op/Internship (Winter 20...,Intact,Quebec City,QC
Senior Data Science Advisor,Desjardins,Toronto,ON
2021 Corporate & Investment Bank - Quantitative Analytics Su...,"JPMorgan Chase Bank, N.A.",Scarborough,ON
Junior Data Analyst - Student Intern,The Mustard Seed,Calgary,AB
Wealth Advanced Data & Analytics Co-op/Intern,TD Bank,Toronto,ON
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Data Scientist,Rhetorik,Quebec City,QC
Senior Data Scientist,Tasktop,Vancouver,BC
Machine Learning Engineer,BFS Capital,Toronto,ON
Machine Learning Engineer,Boast.AI,Montréal,QC
Data Scientist,FORM,Vancouver,BC
Machine Learning,Enhance IT,Toronto,ON
"Team Lead, Machine Learning Software Engineering",Loblaw Digital,Toronto,ON
"Senior Manager, Research & Data Science",BMO Financial Group,Toronto,ON
"Senior Analyst, Business Intelligence, COE",Loblaw Companies Limited,Brampton,ON
Senior Statistician,PHSA,Vancouver,BC
Senior Business Intelligence Analyst,BMW Group Financial Services Canada,Toronto,ON
Digital and Emerging Technology Risk Officer,BMO Financial Group,Toronto,ON
Senior Data Science Advisor,Desjardins,Toronto,ON
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,Toronto,ON
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Data Scientist,Rhetorik,Quebec City,QC
Machine Learning Engineer,BFS Capital,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Machine Learning,Enhance IT,Toronto,ON
Data Scientist,FORM,Vancouver,BC
Senior Data Scientist,Tasktop,Vancouver,BC
Junior Data Analyst - Student Intern,The Mustard Seed,Calgary,AB
"Manager, Data Science (Harlequin Brand Group)",HarperCollins Publishers,Toronto,ON
Wealth Advanced Data & Analytics Co-op/Intern,TD Bank,Toronto,ON
2021 Corporate & Investment Bank - Quantitative Analytics Su...,"JPMorgan Chase Bank, N.A.",Scarborough,ON
"Product Manager, Analytics",PagerDuty,Toronto,ON
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,Toronto,ON
Digital and Emerging Technology Risk Officer,BMO Financial Group,Toronto,ON
Senior Data Science Advisor,Desjardins,Toronto,ON
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Data Scientist,Rhetorik,Quebec City,QC
Machine Learning Engineer,BFS Capital,Toronto,ON
Senior Data Scientist,Tasktop,Vancouver,BC
Machine Learning,Enhance IT,Toronto,ON
Data Scientist,FORM,Vancouver,BC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
"Staff Machine Learning Engineer, Content Intelligence Team (...",LogMeIn,Montréal,QC
Senior Business Intelligence Analyst,BMW Group Financial Services Canada,Toronto,ON
Junior Data Analyst - Student Intern,The Mustard Seed,Calgary,AB
"Team Lead, Machine Learning Software Engineering",Loblaw Digital,Toronto,ON
BI / Big Data Developer,Ubisoft,Montréal,QC
Wealth Advanced Data & Analytics Co-op/Intern,TD Bank,Toronto,ON
Senior Data Science Advisor,Desjardins,Toronto,ON
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,Toronto,ON
Data Scientist,Mastech InfoTrellis,Ottawa,ON
Data Scientist,Rhetorik,Quebec City,QC
Machine Learning Engineer,BFS Capital,Toronto,ON
Senior Data Scientist,Tasktop,Vancouver,BC
Data Scientist,FORM,Vancouver,BC
Machine Learning,Enhance IT,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,DocuPet,Kingston,ON
Data Scientist,Larus Technologies,Ottawa,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Machine Learning Engineer,Niricson Software Inc.,Vancouver,BC
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Data Analyst,Hifyre,Hamilton,ON
Head of Data Analytics,VersaPay,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Data Scientist,DocuPet,Kingston,ON
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Analyst,Hifyre,Hamilton,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Head of Data Analytics,VersaPay,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
Data Analyst,Hifyre,Hamilton,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Scientist,DocuPet,Kingston,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Head of Data Analytics,VersaPay,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Senior Data Scientist,Tasktop,Vancouver,BC
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Scientist,DocuPet,Kingston,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Data Analyst,Hifyre,Hamilton,ON
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Data Analyst,Postmedia Network Inc.,Toronto,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Head of Data Analytics,VersaPay,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Engineer,Boast.AI,Montréal,QC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Data Scientist,DocuPet,Kingston,ON
Head of Data Analytics,VersaPay,Toronto,ON
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Data Scientist,Larus Technologies,Ottawa,ON
Data Analyst,Hifyre,Hamilton,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Engineer,Boast.AI,Montréal,QC
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Analyst,Hifyre,Hamilton,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Head of Data Analytics,VersaPay,Toronto,ON
Data Scientist,DocuPet,Kingston,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Hifyre,Hamilton,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
Data Scientist,DocuPet,Kingston,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Analyst,Hifyre,Hamilton,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Machine Learning Engineer,Granify,Edmonton,AB
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Scientist,DocuPet,Kingston,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Data Scientist,Larus Technologies,Ottawa,ON
Data Analyst,Hifyre,Hamilton,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Head of Data Analytics,VersaPay,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Head of Data Analytics,VersaPay,Toronto,ON
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Data Scientist,DocuPet,Kingston,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Analyst,Hifyre,Hamilton,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Specialist, Web Analytics",SSENSE,Montréal,QC
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Principal AI Architect,Birdseye,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Head of Data Analytics,VersaPay,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Engineer,Boast.AI,Montréal,QC
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Principal AI Architect,Birdseye,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Scientist,DocuPet,Kingston,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Data Scientist,DocuPet,Kingston,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Hifyre,Hamilton,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Principal AI Architect,Birdseye,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
